"origin_iso","destination_iso","originregion_name","destinationregion_name","origin_name","destination_name","ftype","countryflow_2001","countryflow_2002","countryflow_2003","countryflow_2004","countryflow_2005","countryflow_2006","countryflow_2007","countryflow_2008","countryflow_2009","countryflow_2010","countryflow_2011","countryflow_2012","countryflow_2013","countryflow_2014","countryflow_2015"
"FR","BE","ESRA North-West","ESRA North-West","France","Belgium","internal",19502,14562,14691,13823,14288,14765,15731,16307,15301,15302,15678,15555,15385,16096,16136
"FR","CH","ESRA North-West","ESRA North-West","France","Switzerland","internal",35590,31947,28593,27773,26599,27242,28947,28372,27372,27732,28389,28430,27146,26788,25892
"FR","CZ","ESRA North-West","ESRA East","France","Czech Republic","internal",3031,3305,3509,4360,4675,5199,5446,6036,5771,5830,6540,5787,5208,4632,4724
"FR","DE","ESRA North-West","ESRA North-West","France","Germany","internal",69863,68656,65494,68405,68436,75194,74797,73850,65899,63534,67394,65240,61579,58496,57643
"FR","DK","ESRA North-West","ESRA North-West","France","Denmark","internal",7755,7719,6742,8031,8034,7360,7422,6821,6349,6843,6998,7114,6286,6063,6181
"FR","ES","ESRA North-West","ESRA Mediterranean","France","Spain","internal",45129,43705,43292,45345,48646,50574,56096,57206,49939,49711,55136,53927,49497,50557,54435
"FR","FI","ESRA North-West","ESRA North-West","France","Finland","internal",2167,1899,0,0,0,1950,2214,2388,2475,2686,2815,2418,2546,2473,2497
"FR","FR","ESRA North-West","ESRA North-West","France","France","internal",526606,501448,462899,430993,431134,432699,425658,421475,407575,397968,415885,414419,401388,375746,371757
"FR","GB","ESRA North-West","ESRA North-West","France","United Kingdom","internal",75288,79966,81363,82167,81466,83851,84819,80683,72699,65657,70088,68643,66456,67458,66889
"FR","GR","ESRA North-West","ESRA Mediterranean","France","Greece","internal",5445,5119,6156,6033,5966,6026,6816,7014,7363,7229,7576,6872,6819,7884,8704
"FR","HR","ESRA North-West","ESRA East","France","Croatia","internal",0,0,0,0,1981,2355,2442,2531,2320,2385,2627,2570,2413,2395,2466
"FR","HU","ESRA North-West","ESRA East","France","Hungary","internal",2031,2177,2199,2959,3574,3472,3617,3054,3014,2612,2703,2277,2163,2237,2584
"FR","IE","ESRA North-West","ESRA North-West","France","Ireland","internal",6773,6800,7453,7696,8289,9102,9780,10659,9274,7722,7526,7484,7360,7884,8349
"FR","IT","ESRA North-West","ESRA Mediterranean","France","Italy","internal",54375,51083,54091,50440,47578,50566,56045,55781,51591,50358,54748,54608,54018,53824,55093
"FR","LU","ESRA North-West","ESRA North-West","France","Luxembourg","internal",2750,2844,2912,2821,2829,2892,2651,2533,2415,2478,2615,2668,2744,2822,2940
"FR","MT","ESRA North-West","ESRA Mediterranean","France","Malta","internal",0,0,0,0,0,0,0,0,0,0,0,0,0,1838,0
"FR","NL","ESRA North-West","ESRA North-West","France","Netherlands","internal",17600,16570,16504,17098,15976,17080,17976,18545,16785,16136,17108,17216,17149,17634,18845
"FR","NO","ESRA North-West","ESRA North-West","France","Norway","internal",3049,2925,2632,3070,3224,3400,3945,3702,3129,3455,3787,3796,3985,4150,3905
"FR","PL","ESRA North-West","ESRA East","France","Poland","internal",3070,3056,3323,4215,5061,5849,5918,5742,5252,5162,5376,5280,5028,5203,5508
"FR","PT","ESRA North-West","ESRA Mediterranean","France","Portugal","internal",11180,11343,11092,11489,10928,12363,13012,14137,14009,15260,15987,16634,18171,20006,21288
"FR","RO","ESRA North-West","ESRA East","France","Romania","internal",0,0,0,0,2100,2528,2874,2717,3192,3272,3426,3313,3093,3054,3440
"FR","RS","ESRA North-West","ESRA East","France","Serbia","internal",0,0,0,0,0,0,0,0,0,0,0,0,2074,2357,2522
"FR","SE","ESRA North-West","ESRA North-West","France","Sweden","internal",6661,6967,5571,6055,5462,5887,6322,6427,4873,4786,5504,5156,5637,5450,5156
"FR","SI","ESRA North-West","ESRA East","France","Slovenia","internal",0,0,0,0,0,0,1908,1840,0,0,0,0,0,0,0
"FR","TR","ESRA North-West","ESRA Mediterranean","France","Turkey","internal",4976,5113,4735,5085,5983,5976,6280,6463,6964,8772,10065,10024,10066,10853,11468
"FR","UA","ESRA North-West","ESRA East","France","Ukraine","internal",0,0,0,0,0,0,0,0,0,0,0,1846,2030,0,0
"GB","AT","ESRA North-West","ESRA North-West","United Kingdom","Austria","internal",7036,6800,7461,8606,8731,8568,8919,8637,7794,7332,7609,7279,6590,6880,7552
"GB","BE","ESRA North-West","ESRA North-West","United Kingdom","Belgium","internal",31709,30390,24600,22111,21973,21844,22750,19820,17335,16086,16198,16396,15020,14550,14773
"GB","BG","ESRA North-West","ESRA East","United Kingdom","Bulgaria","internal",0,0,0,2152,2758,3421,3435,3566,3164,3088,3025,3018,3260,3312,3593
"GB","CH","ESRA North-West","ESRA North-West","United Kingdom","Switzerland","internal",22634,24950,25734,25179,26840,28900,31568,33779,29969,30434,31745,31498,30248,30351,29465
"GB","CY","ESRA North-West","ESRA Mediterranean","United Kingdom","Cyprus","internal",7705,7025,7585,7255,8062,8021,7934,8027,7716,7458,7609,7295,6935,6781,6920
"GB","CZ","ESRA North-West","ESRA East","United Kingdom","Czech Republic","internal",3593,4767,6276,10014,11964,10332,9830,8277,6698,5614,5317,5554,5335,5660,6468
"GB","DE","ESRA North-West","ESRA North-West","United Kingdom","Germany","internal",72332,70057,72004,72990,75635,77549,78971,76788,72021,71243,72257,71959,71215,70904,73302
"GB","DK","ESRA North-West","ESRA North-West","United Kingdom","Denmark","internal",14625,14180,14414,15283,14295,13980,14265,14541,14699,13948,14202,13664,14352,14017,15299
"GB","ES","ESRA North-West","ESRA Mediterranean","United Kingdom","Spain","internal",85135,90753,104498,110688,118481,120544,123937,119952,105223,97568,106049,103116,108490,113337,114703
"GB","FI","ESRA North-West","ESRA North-West","United Kingdom","Finland","internal",3429,2638,3299,3642,3512,4336,4381,4358,4288,4558,4697,4090,4150,4503,4652
"GB","FR","ESRA North-West","ESRA North-West","United Kingdom","France","internal",75715,79758,81271,82201,81520,83975,84944,80861,72747,65681,70093,68422,66327,67188,66860
"GB","GB","ESRA North-West","ESRA North-West","United Kingdom","United Kingdom","internal",480877,474660,479986,508021,536381,543276,542168,527170,477998,445889,432437,416805,403211,388478,397870
"GB","GR","ESRA North-West","ESRA Mediterranean","United Kingdom","Greece","internal",17857,17540,17633,17098,15966,16131,15864,15440,15141,14332,14499,14482,14856,17230,18751
"GB","HR","ESRA North-West","ESRA East","United Kingdom","Croatia","internal",0,0,0,0,1939,2676,3044,2626,2814,2801,2831,3132,3589,3849,3867
"GB","HU","ESRA North-West","ESRA East","United Kingdom","Hungary","internal",2030,1872,1893,3669,5397,4605,4147,4607,4050,3935,4096,4511,4656,5271,5759
"GB","IE","ESRA North-West","ESRA North-West","United Kingdom","Ireland","internal",64416,62817,61988,62419,65117,62574,63653,64840,54440,50988,52831,53189,53399,56577,57670
"GB","IT","ESRA North-West","ESRA Mediterranean","United Kingdom","Italy","internal",38693,35477,43600,44708,48856,47118,52002,48130,46026,43066,44812,46383,45455,48586,50455
"GB","LT","ESRA North-West","Other Europe","United Kingdom","Lithuania","internal",0,0,0,0,0,0,0,0,0,0,1841,2351,2337,2298,2556
"GB","LU","ESRA North-West","ESRA North-West","United Kingdom","Luxembourg","internal",4494,4473,4177,4264,4522,4517,4646,4139,3619,3449,3687,3811,4063,3768,3789
"GB","LV","ESRA North-West","Other Europe","United Kingdom","Latvia","internal",0,0,0,0,0,1966,1872,0,0,1896,2060,0,1994,2226,2500
"GB","MT","ESRA North-West","ESRA Mediterranean","United Kingdom","Malta","internal",3869,3813,3971,3933,4326,3877,4202,3833,3737,3861,3947,3901,4017,4406,4517
"GB","NL","ESRA North-West","ESRA North-West","United Kingdom","Netherlands","internal",60184,58237,52245,50709,51521,54965,56727,50992,45949,43332,46327,46627,47914,49078,50357
"GB","NO","ESRA North-West","ESRA North-West","United Kingdom","Norway","internal",9899,9093,9495,11316,11559,12595,12961,13278,12840,12567,13394,14112,15924,15727,14394
"GB","PL","ESRA North-West","ESRA East","United Kingdom","Poland","internal",3346,3013,3233,5249,8229,13221,16563,19322,15445,15106,14855,15814,18104,16955,19637
"GB","PT","ESRA North-West","ESRA Mediterranean","United Kingdom","Portugal","internal",13094,14253,14762,15736,17106,18388,20362,20974,19139,19018,20513,18884,19829,22142,23132
"GB","RO","ESRA North-West","ESRA East","United Kingdom","Romania","internal",0,0,0,0,0,0,0,2260,2599,2825,2863,3172,3288,4317,5405
"GB","SE","ESRA North-West","ESRA North-West","United Kingdom","Sweden","internal",12643,12400,12318,12473,11969,11974,11698,11927,9596,10237,12332,11300,11836,11388,11118
"GB","SK","ESRA North-West","ESRA East","United Kingdom","Slovakia","internal",0,0,0,0,0,1930,2040,2994,2219,0,0,0,0,0,2154
"GB","TR","ESRA North-West","ESRA Mediterranean","United Kingdom","Turkey","internal",6716,6932,7259,8687,10903,10940,12337,13643,15201,16538,15736,15207,16256,17515,17905
"GE","TR","Other Europe","ESRA Mediterranean","Georgia","Turkey","internal",0,0,0,0,0,0,0,0,0,0,0,1838,2560,3119,3038
"GE","UA","Other Europe","ESRA East","Georgia","Ukraine","internal",0,0,0,0,0,0,0,0,0,0,0,0,1830,0,0
"GR","AT","ESRA Mediterranean","ESRA North-West","Greece","Austria","internal",3952,3744,3956,3864,3805,4180,4120,3880,3347,3198,2878,2697,3228,3590,3969
"GR","BE","ESRA Mediterranean","ESRA North-West","Greece","Belgium","internal",3191,2543,3201,3288,3151,3153,3061,2945,2860,2844,3241,2860,2758,3312,3565
"GR","CH","ESRA Mediterranean","ESRA North-West","Greece","Switzerland","internal",3425,3209,3226,2981,2900,3214,3403,3401,3567,3481,3662,3608,3241,3743,4359
"GR","CY","ESRA Mediterranean","ESRA Mediterranean","Greece","Cyprus","internal",3872,4414,4738,6326,6332,5815,6387,6148,6104,5857,5776,5784,4281,4782,5276
"GR","CZ","ESRA Mediterranean","ESRA East","Greece","Czech Republic","internal",0,1926,2100,2219,2514,2860,3159,3452,3296,2898,2412,2070,2055,2446,2570
"GR","DE","ESRA Mediterranean","ESRA North-West","Greece","Germany","internal",18108,17315,16857,17598,16667,16705,18515,17640,17098,16661,17070,14502,15204,18029,18483
"GR","DK","ESRA Mediterranean","ESRA North-West","Greece","Denmark","internal",2575,2550,2446,2132,2083,2227,2219,2173,2099,2195,2349,1972,2191,2477,2671
"GR","ES","ESRA Mediterranean","ESRA Mediterranean","Greece","Spain","internal",0,0,0,0,0,1896,2289,2282,2302,2466,2478,1849,0,0,1886
"GR","FR","ESRA Mediterranean","ESRA North-West","Greece","France","internal",5675,5243,6320,6041,5939,6040,6860,7188,7520,7501,7774,7046,6831,7986,8726
"GR","GB","ESRA Mediterranean","ESRA North-West","Greece","United Kingdom","internal",17839,17617,17714,17107,16036,16150,15838,15336,15197,14360,14509,14555,14849,17261,18804
"GR","GR","ESRA Mediterranean","ESRA Mediterranean","Greece","Greece","internal",110724,99317,102643,114686,107335,112734,117850,112994,126426,112528,100813,93850,87941,92242,99409
"GR","HU","ESRA Mediterranean","ESRA East","Greece","Hungary","internal",0,0,0,0,0,0,1830,0,0,0,0,0,0,0,0
"GR","IT","ESRA Mediterranean","ESRA Mediterranean","Greece","Italy","internal",10323,8940,10122,10621,10390,11127,12166,11284,10067,10021,11178,9783,9794,11713,12683
"GR","NL","ESRA Mediterranean","ESRA North-West","Greece","Netherlands","internal",5228,5086,4823,4342,4092,4883,5270,4976,4446,3988,4467,3423,3690,4432,4641
"GR","NO","ESRA Mediterranean","ESRA North-West","Greece","Norway","internal",0,0,0,0,0,0,0,1943,0,1870,1975,2298,2311,2488,2089
"GR","PL","ESRA Mediterranean","ESRA East","Greece","Poland","internal",0,0,0,0,0,0,2107,2237,2296,2273,2615,2013,2373,3473,4046
"GR","RO","ESRA Mediterranean","ESRA East","Greece","Romania","internal",0,0,0,0,0,2058,2712,2670,2745,2302,1875,0,0,0,0
"GR","RS","ESRA Mediterranean","ESRA East","Greece","Serbia","internal",0,0,0,0,0,0,0,0,0,0,0,0,0,1832,0
"GR","SE","ESRA Mediterranean","ESRA North-West","Greece","Sweden","internal",2468,2412,2055,1846,0,2031,2096,2087,0,1965,2243,2257,2429,3082,3156
"GR","TR","ESRA Mediterranean","ESRA Mediterranean","Greece","Turkey","internal",0,0,0,1932,2399,2340,2454,2418,2598,3145,3202,3559,4025,4568,5093
"HR","AT","ESRA East","ESRA North-West","Croatia","Austria","internal",2385,2733,2731,3183,3474,3596,3778,3849,3507,3338,3239,3143,2939,3025,3011
"HR","CH","ESRA East","ESRA North-West","Croatia","Switzerland","internal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826
"HR","DE","ESRA East","ESRA North-West","Croatia","Germany","internal",3916,4252,4501,4653,6228,6964,7191,7418,7318,7897,7790,7969,8216,8149,8428
"HR","FR","ESRA East","ESRA North-West","Croatia","France","internal",0,0,0,0,2000,2358,2434,2512,2272,2366,2660,2616,2410,2437,2553
"HR","GB","ESRA East","ESRA North-West","Croatia","United Kingdom","internal",0,0,0,0,1972,2712,3071,2651,2852,2835,2871,3155,3640,3886,3928
"HR","HR","ESRA East","ESRA East","Croatia","Croatia","internal",7521,8609,10243,10836,11308,9879,10986,11676,13057,9906,9494,8614,8359,9647,9208
"HR","IT","ESRA East","ESRA Mediterranean","Croatia","Italy","internal",0,0,0,0,2517,2530,2664,1911,0,2021,2140,1831,0,2127,2280
"HU","AT","ESRA East","ESRA North-West","Hungary","Austria","internal",1895,2072,1873,2385,1892,1903,1863,1871,0,1870,0,0,1835,1932,0
"HU","BE","ESRA East","ESRA North-West","Hungary","Belgium","internal",0,0,0,0,0,0,1833,0,0,1831,1836,2132,2033,2026,2176
"HU","CH","ESRA East","ESRA North-West","Hungary","Switzerland","internal",0,0,1877,2489,2572,2707,2792,2725,2828,2224,2223,0,1855,0,0
"HU","CZ","ESRA East","ESRA East","Hungary","Czech Republic","internal",0,0,0,2051,2011,1955,2094,2058,1959,1957,1949,0,0,0,0
"HU","DE","ESRA East","ESRA North-West","Hungary","Germany","internal",8244,8298,9478,11480,12605,12062,11842,11060,9652,9930,10199,9520,8553,8268,8271
"HU","FR","ESRA East","ESRA North-West","Hungary","France","internal",2059,2195,2219,2998,3612,3461,3652,3125,3149,2770,2826,2349,2223,2215,2622
"HU","GB","ESRA East","ESRA North-West","Hungary","United Kingdom","internal",2050,1893,1915,3701,5422,4600,4170,4636,4080,3977,4114,4545,4690,5279,5798
"HU","GR","ESRA East","ESRA Mediterranean","Hungary","Greece","internal",0,0,0,0,0,0,1830,0,0,0,0,0,0,0,0
"HU","IT","ESRA East","ESRA Mediterranean","Hungary","Italy","internal",0,0,2236,3429,4447,4214,4012,3539,3801,3499,3314,3025,2807,2773,3380
"HU","NL","ESRA East","ESRA North-West","Hungary","Netherlands","internal",0,0,1920,2071,2342,2526,2458,2134,2076,1931,2310,2086,2278,2189,2128
"HU","PL","ESRA East","ESRA East","Hungary","Poland","internal",0,0,0,0,0,1840,0,0,0,0,0,0,0,0,0
"HU","RO","ESRA East","ESRA East","Hungary","Romania","internal",0,0,2270,2890,3168,3954,4256,3872,3792,3399,3958,2355,1985,1998,1988
"HU","TR","ESRA East","ESRA Mediterranean","Hungary","Turkey","internal",0,0,0,0,0,0,0,0,0,0,0,0,0,1869,2265
"IE","BE","ESRA North-West","ESRA North-West","Ireland","Belgium","internal",3018,3001,3370,3194,2645,2307,1985,2035,1834,0,0,0,1987,1949,2381
"IE","DE","ESRA North-West","ESRA North-West","Ireland","Germany","internal",4200,4177,3996,4636,6028,6736,7036,7152,6556,5521,5716,5963,6016,6550,7031
"IE","ES","ESRA North-West","ESRA Mediterranean","Ireland","Spain","internal",5887,6782,7848,8619,9050,10069,12029,11546,9919,8832,9724,9486,10004,10046,10635
"IE","FR","ESRA North-West","ESRA North-West","Ireland","France","internal",6579,6767,7461,7724,8329,9156,9817,10682,9286,7685,7513,7532,7346,7858,8297
"IE","GB","ESRA North-West","ESRA North-West","Ireland","United Kingdom","internal",64578,62853,62024,62322,64990,62516,63292,64659,54372,50421,52238,52567,52789,55989,57058
"IE","IE","ESRA North-West","ESRA North-West","Ireland","Ireland","internal",21498,21281,21338,21365,21996,22773,23819,21750,17696,14700,9179,5667,5835,5365,5240
"IE","IT","ESRA North-West","ESRA Mediterranean","Ireland","Italy","internal",0,2054,2635,2655,3396,4299,4654,4355,4032,3241,3261,3521,3437,3511,4128
"IE","NL","ESRA North-West","ESRA North-West","Ireland","Netherlands","internal",2836,2777,2949,2790,3043,3001,3046,3150,2729,2608,2933,2979,3101,3022,3185
"IE","PL","ESRA North-West","ESRA East","Ireland","Poland","internal",0,0,0,0,0,3172,5191,4144,3360,2979,2926,3025,3001,2738,2895
"IE","PT","ESRA North-West","ESRA Mediterranean","Ireland","Portugal","internal",0,0,0,0,0,2050,2339,2225,1995,2030,2083,2099,2366,2564,2586
"IT","AL","ESRA Mediterranean","ESRA East","Italy","Albania","internal",1847,0,1963,2307,3641,3629,4146,4065,4526,5166,5950,5716,5587,4697,5251
"IT","AT","ESRA Mediterranean","ESRA North-West","Italy","Austria","internal",7463,7813,8658,10974,10769,11252,12383,11789,9088,9280,9322,8769,8386,9006,8797
"IT","BE","ESRA Mediterranean","ESRA North-West","Italy","Belgium","internal",16839,16245,16452,15161,14039,14607,14880,14299,14033,15311,15863,15535,15338,16289,16311
"IT","BG","ESRA Mediterranean","ESRA East","Italy","Bulgaria","internal",0,0,0,0,0,0,2304,1897,0,0,1877,0,0,0,0
"IT","CH","ESRA Mediterranean","ESRA North-West","Italy","Switzerland","internal",17225,14992,15483,14694,17032,15734,16439,16278,14251,14900,15425,16051,15983,15820,16145
"IT","CZ","ESRA Mediterranean","ESRA East","Italy","Czech Republic","internal",1888,2256,2811,3375,3684,4908,6006,6345,5290,4917,4832,4511,4350,4261,4639
"IT","DE","ESRA Mediterranean","ESRA North-West","Italy","Germany","internal",56507,55187,63782,65250,70669,75242,77403,71469,64963,66121,67078,66238,62989,62860,66117
"IT","DK","ESRA Mediterranean","ESRA North-West","Italy","Denmark","internal",4047,3760,3943,4426,3851,3901,4180,4005,3875,4707,4153,4322,5055,4780,5276
"IT","ES","ESRA Mediterranean","ESRA Mediterranean","Italy","Spain","internal",29073,29761,31770,36006,39375,42776,50703,46521,43721,48113,50386,44115,37536,39430,42724
"IT","FI","ESRA Mediterranean","ESRA North-West","Italy","Finland","internal",0,0,0,0,0,0,1828,2258,1945,1898,2107,2041,1863,1983,2030
"IT","FR","ESRA Mediterranean","ESRA North-West","Italy","France","internal",54263,51017,54183,50660,47463,50348,56147,55759,51513,50373,54747,54550,54112,53728,55083
"IT","GB","ESRA Mediterranean","ESRA North-West","Italy","United Kingdom","internal",38987,35801,43828,44996,48977,47362,52262,48517,46076,43054,44747,46387,45448,48338,50399
"IT","GR","ESRA Mediterranean","ESRA Mediterranean","Italy","Greece","internal",9637,8444,9748,10238,9908,10807,11834,10862,9828,9724,10899,9591,9459,11417,12244
"IT","HR","ESRA Mediterranean","ESRA East","Italy","Croatia","internal",0,0,0,0,2576,2550,2698,1932,0,2073,2235,1915,0,2161,2341
"IT","HU","ESRA Mediterranean","ESRA East","Italy","Hungary","internal",0,0,2211,3427,4467,4221,4034,3454,3680,3515,3294,3003,2802,2763,3286
"IT","IE","ESRA Mediterranean","ESRA North-West","Italy","Ireland","internal",1940,2150,2762,2809,3505,4429,4821,4505,4147,3391,3405,3628,3500,3655,4269
"IT","IT","ESRA Mediterranean","ESRA Mediterranean","Italy","Italy","internal",353296,359768,366805,354120,350179,368661,391647,373725,357090,354482,354070,327110,294402,291062,280779
"IT","LU","ESRA Mediterranean","ESRA North-West","Italy","Luxembourg","internal",2302,2249,2286,2348,2401,2437,2305,2211,2015,1934,2165,2136,2255,2326,2413
"IT","MT","ESRA Mediterranean","ESRA Mediterranean","Italy","Malta","internal",2054,2028,2207,2422,2561,2711,3062,2974,2761,3354,3040,2857,3101,3288,3694
"IT","NL","ESRA Mediterranean","ESRA North-West","Italy","Netherlands","internal",12089,11721,12109,12004,12268,13120,13851,13425,12504,13090,13996,14373,13948,15403,16658
"IT","NO","ESRA Mediterranean","ESRA North-West","Italy","Norway","internal",0,0,0,0,0,1961,2085,2086,0,2095,1962,1967,2119,1913,0
"IT","PL","ESRA Mediterranean","ESRA East","Italy","Poland","internal",2260,2129,2777,3826,5047,6262,7136,5126,4933,5928,5509,5602,5506,5901,6240
"IT","PT","ESRA Mediterranean","ESRA Mediterranean","Italy","Portugal","internal",3903,4020,3997,4280,4721,5557,5837,5989,5197,5921,6204,6196,5834,5826,6713
"IT","RO","ESRA Mediterranean","ESRA East","Italy","Romania","internal",2659,3474,4637,5888,8603,9341,10712,10042,10823,11808,11108,9852,9169,8806,10112
"IT","RS","ESRA Mediterranean","ESRA East","Italy","Serbia","internal",0,0,0,0,0,2648,2654,2688,2340,2375,2536,2353,2375,2741,2251
"IT","SE","ESRA Mediterranean","ESRA North-West","Italy","Sweden","internal",2026,0,0,2765,2617,2481,2868,3175,2947,3468,3796,3137,3144,2857,2805
"IT","TR","ESRA Mediterranean","ESRA Mediterranean","Italy","Turkey","internal",3061,2379,2090,2261,2873,3188,3936,4267,4318,5591,6980,7471,8522,9190,10350
"IT","UA","ESRA Mediterranean","ESRA East","Italy","Ukraine","internal",0,0,0,0,0,0,1978,2002,1939,1895,2012,2184,2605,2143,0
"LT","DE","Other Europe","ESRA North-West","Lithuania","Germany","internal",0,0,0,2074,2605,2662,2342,2050,0,0,0,0,0,2006,1978
"LT","DK","Other Europe","ESRA North-West","Lithuania","Denmark","internal",1873,0,0,1969,2535,2340,1982,2028,0,2159,0,0,0,0,1879
"LT","GB","Other Europe","ESRA North-West","Lithuania","United Kingdom","internal",0,0,0,0,0,0,0,0,0,0,1843,2354,2342,2309,2553
"LT","LV","Other Europe","Other Europe","Lithuania","Latvia","internal",0,0,0,0,0,0,0,0,2942,3013,2992,2705,2412,2202,2290
"LU","CH","ESRA North-West","ESRA North-West","Luxembourg","Switzerland","internal",2015,1944,1831,0,0,0,0,0,0,1910,2074,2495,2168,2229,2184
"LU","DE","ESRA North-West","ESRA North-West","Luxembourg","Germany","internal",4368,4701,3987,3873,4021,3924,4090,4800,4915,5027,5650,6030,5760,5347,5565
"LU","ES","ESRA North-West","ESRA Mediterranean","Luxembourg","Spain","internal",1908,2389,2870,2481,2031,2084,2008,1922,0,0,1831,1832,1933,1966,1950
"LU","FR","ESRA North-West","ESRA North-West","Luxembourg","France","internal",3187,3360,3427,3288,3330,3335,2785,2531,2315,2414,2494,2618,2680,2719,2799
"LU","GB","ESRA North-West","ESRA North-West","Luxembourg","United Kingdom","internal",3912,3734,3505,3778,4222,4129,4102,3595,3075,3084,3151,3274,3723,3294,3227
"LU","IT","ESRA North-West","ESRA Mediterranean","Luxembourg","Italy","internal",2307,2249,2297,2388,2464,2482,2336,2233,2055,1944,2146,2038,2167,2278,2354
"LV","DE","Other Europe","ESRA North-West","Latvia","Germany","internal",0,0,0,0,2485,2143,2856,3332,3445,3852,3857,3989,3763,3721,4074
"LV","DK","Other Europe","ESRA North-West","Latvia","Denmark","internal",2134,2073,2064,0,0,0,0,0,0,0,0,0,0,0,0
"LV","EE","Other Europe","Other Europe","Latvia","Estonia","internal",0,0,0,0,0,0,0,0,2111,2593,2411,2397,0,0,1878
"LV","FI","Other Europe","ESRA North-West","Latvia","Finland","internal",0,0,0,0,0,0,1897,2786,3286,4037,4568,3686,3194,2775,2630
"LV","GB","Other Europe","ESRA North-West","Latvia","United Kingdom","internal",0,0,0,0,0,1954,1880,0,0,1914,2042,0,1993,2224,2490
"LV","LT","Other Europe","Other Europe","Latvia","Lithuania","internal",0,0,0,0,0,0,0,0,2932,2957,2967,2697,2352,2187,2267
"LV","NO","Other Europe","ESRA North-West","Latvia","Norway","internal",0,0,0,0,0,0,0,0,0,1970,2160,2307,2335,2021,1945
"LV","SE","Other Europe","ESRA North-West","Latvia","Sweden","internal",0,0,0,0,0,1859,2045,2180,2302,2171,2288,0,1921,0,2323
"MT","DE","ESRA Mediterranean","ESRA North-West","Malta","Germany","internal",0,0,0,0,0,0,1974,2057,1931,1966,2105,2039,2206,2263,2398
"MT","GB","ESRA Mediterranean","ESRA North-West","Malta","United Kingdom","internal",3874,3818,3968,3956,4300,3883,4202,3829,3702,3844,3934,3874,4039,4386,4514
"MT","IT","ESRA Mediterranean","ESRA Mediterranean","Malta","Italy","internal",2035,2010,2209,2381,2544,2676,3064,2915,2728,3352,3043,2877,3114,3455,3888
"NL","AT","ESRA North-West","ESRA North-West","Netherlands","Austria","internal",6048,5667,5522,4585,4171,3444,3741,4124,3660,3606,4059,4154,4084,4125,4151
"NL","BE","ESRA North-West","ESRA North-West","Netherlands","Belgium","internal",7036,5302,4777,4312,3946,4532,4362,3951,3437,3341,3535,3327,3124,3021,2912
"NL","CH","ESRA North-West","ESRA North-West","Netherlands","Switzerland","internal",7908,7117,7244,7858,6521,6898,7129,7157,6874,6584,7388,7787,7676,7703,7534
"NL","CZ","ESRA North-West","ESRA East","Netherlands","Czech Republic","internal",0,1914,2110,2168,2157,2282,2463,2675,2364,2479,2888,2737,2761,2791,2737
"NL","DE","ESRA North-West","ESRA North-West","Netherlands","Germany","internal",28074,25649,23368,24220,24605,28089,27706,27068,25456,24522,26291,26449,26325,26810,26883
"NL","DK","ESRA North-West","ESRA North-West","Netherlands","Denmark","internal",4940,4858,4571,4871,5054,5494,5792,5494,5253,5106,6681,6803,6982,7131,7398
"NL","ES","ESRA North-West","ESRA Mediterranean","Netherlands","Spain","internal",14682,14862,15577,15463,15679,17663,19456,18514,16230,17468,20454,19666,19025,20261,21195
"NL","FI","ESRA North-West","ESRA North-West","Netherlands","Finland","internal",2079,0,0,1950,1963,2128,2192,2213,2168,2109,2442,1898,1854,1889,1904
"NL","FR","ESRA North-West","ESRA North-West","Netherlands","France","internal",17636,16736,16517,17317,16145,17197,18202,18644,16901,16312,17267,17295,17176,17619,19017
"NL","GB","ESRA North-West","ESRA North-West","Netherlands","United Kingdom","internal",60213,58031,51988,50549,51292,54261,56154,50677,45657,43213,46186,46524,47770,48997,50376
"NL","GR","ESRA North-West","ESRA Mediterranean","Netherlands","Greece","internal",4883,4725,4447,4120,4069,4877,5256,4953,4347,3889,4351,3404,3684,4436,4606
"NL","HU","ESRA North-West","ESRA East","Netherlands","Hungary","internal",0,0,1956,2073,2323,2510,2452,2161,2099,1913,2311,2080,2274,2247,2156
"NL","IE","ESRA North-West","ESRA North-West","Netherlands","Ireland","internal",2923,2738,2866,2794,3056,3018,3090,3196,2761,2617,2952,2984,3089,3009,3190
"NL","IT","ESRA North-West","ESRA Mediterranean","Netherlands","Italy","internal",12089,11674,12148,11967,12298,13262,14016,13663,12800,13398,14241,14624,14134,15590,16900
"NL","NL","ESRA North-West","ESRA North-West","Netherlands","Netherlands","internal",23428,24423,18081,18220,15349,13134,15187,15014,14372,16624,14997,12481,11037,9921,7913
"NL","NO","ESRA North-West","ESRA North-West","Netherlands","Norway","internal",5850,5911,6283,7033,6821,7430,7779,7961,7857,7580,8355,9200,9528,9657,9637
"NL","PL","ESRA North-West","ESRA East","Netherlands","Poland","internal",0,0,0,2001,2263,2217,2349,2397,2194,2492,2724,3206,3397,3863,4281
"NL","PT","ESRA North-West","ESRA Mediterranean","Netherlands","Portugal","internal",3417,3662,3480,3710,3874,4195,4120,4364,3968,4109,4511,5007,5650,5551,5827
"NL","RO","ESRA North-West","ESRA East","Netherlands","Romania","internal",0,0,0,0,0,0,0,0,0,0,0,0,0,1917,1921
"NL","SE","ESRA North-West","ESRA North-West","Netherlands","Sweden","internal",6438,4827,4686,4749,4486,4641,4794,5792,4958,5106,5552,5691,5671,5708,5516
